Name Vorleistung,Modul,Modulcode,Kursname,Kurscode,ECTS,Bemerkung,URL,Art Vorleistung,Studiengang
Fachangestellte/-r für Arbeitsförderung,Makroökonomie,BMAK,Makroökonomie I (Einführung),BMAK01,3,,http://www.iubh-fernstudium.de/kurs/makrooekonomie-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Makroökonomie,BMAK,Makroökonomie I (Einführung),BMAK01,3,,http://www.iubh-fernstudium.de/kurs/makrooekonomie-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Immobilienmanagement,BWIM,Immobilienmanagement I,BWIM01,5,Beachte: WAHLPFLICHTFACH!,http://www.iubh-fernstudium.de/kurs/immobilienmanagement-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Immobilienmanagement,BWIM,Immobilienmanagement II,BWIM02,5,Beachte: WAHLPFLICHTFACH!,http://www.iubh-fernstudium.de/kurs/immobilienmanagement-ii/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Investition,BINV,Investition I (Einführung),BINV01,3,,http://www.iubh-fernstudium.de/kurs/investition-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Assistent/-in für Hotelmanagement,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachmann/-frau für Systemgastronomie IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelkaufmann/-frau IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Industriekaufmann/-frau IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Büromanagement,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Dialogmarketing IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Einzelhandel IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Gesundheitswesen IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Groß- und Außenhandel IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Verkehrsservice IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Medienkaufmann/-frau Digital und Print IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Personaldienstleistungskaufmann/-frau IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Servicekaufmann/-frau im Luftverkehr IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Sport- und Fitnesskaufmann/-frau IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Veranstaltungskaufmann/-frau IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Verwaltungsfachangestellte/-r IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Handelsfachwirt/-in IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HAK (Handelsakademie),Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HTL (Höhere Technische Lehranstalt),Personalwesen,BPER,Personalwesen I (Einführung),BPER01,3,,http://www.iubh-fernstudium.de/kurs/personalwesen-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HAK (Handelsakademie),Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung II (Vertiefung),BKLR02,2,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-ii-vertiefung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Steuerfachangestellte/-r,Handelsrecht,BHRE,Handelsrecht I (Einführung),BHRE01-01,3,,https://www.iubh-fernstudium.de/kurs/handelsrecht-einfuehrung-bhre01-01/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Makroökonomie,BMAK,Makroökonomie II (Vertiefung),BMAK02,2,,http://www.iubh-fernstudium.de/kurs/makrooekonomie-ii-vertiefung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Assistent/-in für Hotelmanagement,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Automobilkaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Bankkaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Bankkaufmann/-frau mit Zusatz Finanzassistent/-in IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachinformatiker/-in für Anwendungsentwicklung IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachinformatiker/-in für Systemintegration IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachmann/-frau für Systemgastronomie IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelfachmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelfachmann/-frau mit Zusatz Hotelmanagement IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelkaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienkaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Industriekaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
IT Systemkaufmann-/frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Büromanagement,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Dialogmarketing IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Einzelhandel IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Gesundheitswesen IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Groß- und Außenhandel IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Marketingkommunikation IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Verkehrsservice IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Luftverkehrskaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Medienkaufmann/-frau Digital und Print IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Pharmazeutisch-Kaufmännische/-r Angestellte/-r IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Reiseverkehrskaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Restaurantfachmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Servicekaufmann/-frau im Luftverkehr IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Sport- und Fitnesskaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Tourismuskaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Veranstaltungskaufmann/-frau IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Verwaltungsfachangestellte/-r IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Handelsfachwirt/-in IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HAK (Handelsakademie),Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HTL (Höhere Technische Lehranstalt),Marketing,BMAR-01,Marketing I,BMAR01-01,3,,http://www.iubh-fernstudium.de/kurs/marketing-i/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Marketingkommunikation IHK,Marketing,BMAR-01,Marketing II,BMAR02-01,2,,http://www.iubh-fernstudium.de/kurs/marketing-ii/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachangestellte/-r für Markt- und Sozialforschung,Marktforschung,BMFO,Marktforschung,BMFO01,5,Wahlber. A,http://www.iubh-fernstudium.de/kurs/marktforschung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Marketingkommunikation IHK,Marktforschung,BMFO,Marktforschung,BMFO01,5,Wahlber. A,http://www.iubh-fernstudium.de/kurs/marktforschung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachangestellte/-r für Arbeitsförderung,Mikroökonomie,BMIK,Mikroökonomie I,BMIK01-01,3,,https://www.iubh-fernstudium.de/kurs/mikrooekonomie-bmik01-01/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachangestellte/-r für Markt- und Sozialforschung,Mikroökonomie,BMIK,Mikroökonomie I,BMIK01-01,3,,https://www.iubh-fernstudium.de/kurs/mikrooekonomie-bmik01-01/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Marketingkommunikation IHK,Mikroökonomie,BMIK,Mikroökonomie I,BMIK01-01,3,,https://www.iubh-fernstudium.de/kurs/mikrooekonomie-bmik01-01/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienfachwirt/-in IHK,Mikroökonomie,BMIK,Mikroökonomie I,BMIK01-01,3,,https://www.iubh-fernstudium.de/kurs/mikrooekonomie-bmik01-01/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Automobilkaufmann/-frau IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachmann/-frau für Systemgastronomie IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelfachmann/-frau IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelfachmann/-frau mit Zusatz Hotelmanagement IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Einzelhandel IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Groß- und Außenhandel IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Spedition und Logistik IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Pharmazeutisch-Kaufmännische/-r Angestellte/-r IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Restaurantfachmann/-frau IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Verwaltungsfachangestellte/-r IHK,Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HAK (Handelsakademie),Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
HTL (Höhere Technische Lehranstalt),Beschaffung und Logistik,BBLO,Beschaffung und Logistik,BBLO01,5,,http://www.iubh-fernstudium.de/kurs/beschaffung-und-logistik/?nabe=6277152889110528:0,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Assistent/-in für Hotelmanagement,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Automobilkaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Bankkaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Bankkaufmann/-frau mit Zusatz Finanzassistent/-in IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Bürokaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachinformatiker/-in für Anwendungsentwicklung IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Fachinformatiker/-in für Systemintegration IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Hotelkaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Immobilienkaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Industriekaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Informatikkaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
IT Systemkaufmann-/frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Bürokommunikation IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Büromanagement,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Dialogmarketing IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Einzelhandel IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Gesundheitswesen IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Groß- und Außenhandel IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Marketingkommunikation IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Spedition und Logistik IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Kaufmann/-frau für Verkehrsservice IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Luftverkehrskaufmann/-frau IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
Medienkaufmann/-frau Digital und Print IHK,Kosten- und Leistungsrechnung,BKLR,Kosten- und Leistungsrechnung I (Einführung),BKLR01,3,,http://www.iubh-fernstudium.de/kurs/kosten-und-leistungsrechnung-einfuehrung/,Ausbildung,B.A. Betriebswirtschaftslehre_Studienstart bis 31.08.2019
